timestamp,open,high,low,close,volume
2024-05-01 16:00:00,56886.0,59468.0,56625.09,56954.47,20507.82488
2024-05-01 20:00:00,56954.46,58575.32,56760.02,58364.97,8097.23648
2024-05-02 00:00:00,58364.97,58610.55,56911.84,57442.88,11212.01702
2024-05-02 04:00:00,57442.88,57945.19,57202.49,57681.08,4030.5593
2024-05-02 08:00:00,57681.08,58689.55,57561.14,58559.66,7270.28163
2024-05-02 12:00:00,58559.66,59455.0,58222.0,59264.15,15027.94977
2024-05-02 16:00:00,59264.16,59575.29,58943.38,59351.11,5176.24271
2024-05-02 20:00:00,59351.1,59625.0,58637.62,59060.61,4866.76918
2024-05-03 00:00:00,59060.6,59999.0,58811.32,59720.3,5109.40917
2024-05-03 04:00:00,59720.3,59844.94,59061.63,59190.74,3909.0336
2024-05-03 08:00:00,59190.74,59575.48,58849.94,59291.09,3640.85276
2024-05-03 12:00:00,59291.1,62115.64,58991.99,61690.74,19191.72512
2024-05-03 16:00:00,61690.74,62179.99,61533.2,62067.32,4594.31487
2024-05-03 20:00:00,62067.32,63333.0,61974.0,62882.01,7183.06591
2024-05-04 00:00:00,62882.01,63595.14,62541.03,62724.0,4743.46495
2024-05-04 04:00:00,62724.0,63450.0,62686.0,62959.03,3268.58824
2024-05-04 08:00:00,62959.03,64540.0,62924.37,63873.31,6546.74516
2024-05-04 12:00:00,63873.3,64158.19,63434.53,63609.17,3811.93368
2024-05-04 16:00:00,63609.17,64019.83,63300.58,63921.18,3617.97274
2024-05-04 20:00:00,63921.17,64240.76,63550.0,63892.04,2379.98805
2024-05-05 00:00:00,63892.03,64188.0,62822.17,63235.93,4023.81118
2024-05-05 04:00:00,63235.93,63959.0,63119.32,63736.87,1984.95667
2024-05-05 08:00:00,63736.86,63937.17,63539.53,63859.63,2431.33573
2024-05-05 12:00:00,63859.63,64646.0,63618.91,64428.65,5405.83792
2024-05-05 16:00:00,64428.64,64554.68,63811.01,63879.94,2871.91182
2024-05-05 20:00:00,63879.94,64227.51,63582.08,64012.0,1808.89697
2024-05-06 00:00:00,64012.0,64465.0,63708.58,63866.59,3162.30361
2024-05-06 04:00:00,63866.59,64588.0,63768.72,64540.75,4129.26675
2024-05-06 08:00:00,64540.75,65500.0,63815.38,64203.56,9354.00852
2024-05-06 12:00:00,64203.55,64319.86,62909.61,63632.01,10782.37421
2024-05-06 16:00:00,63632.01,63747.59,62700.0,63220.0,5039.95966
2024-05-06 20:00:00,63220.0,63611.85,63051.94,63165.19,2207.00674
2024-05-07 00:00:00,63165.18,63967.19,62832.6,63239.49,4005.85545
2024-05-07 04:00:00,63239.5,63853.12,63092.76,63669.69,2871.47278
2024-05-07 08:00:00,63669.69,64422.41,63358.0,63490.43,5001.25779
2024-05-07 12:00:00,63490.43,64320.0,63050.77,63740.48,5420.86559
2024-05-07 16:00:00,63740.48,63895.46,62789.89,63060.01,3582.30191
2024-05-07 20:00:00,63060.0,63197.58,62261.0,62312.08,4717.0412
2024-05-08 00:00:00,62312.07,62973.18,62111.0,62893.99,3337.82292
2024-05-08 04:00:00,62894.0,63020.22,62020.09,62208.0,3859.89848
2024-05-08 08:00:00,62208.0,62519.7,62042.0,62243.4,3513.4572
2024-05-08 12:00:00,62243.4,62828.0,61761.0,62273.08,6158.24711
2024-05-08 16:00:00,62273.07,62760.0,61949.42,62179.45,3301.14049
2024-05-08 20:00:00,62179.45,62248.84,60888.0,61193.03,5950.62384
2024-05-09 00:00:00,61193.03,61806.98,61144.33,61680.4,2721.61729
2024-05-09 04:00:00,61680.4,61780.6,61129.0,61253.16,2905.35223
2024-05-09 08:00:00,61253.16,61447.06,60630.0,61053.99,5362.37094
2024-05-09 12:00:00,61053.99,62285.0,60882.19,62159.06,8288.33478
2024-05-09 16:00:00,62159.06,62668.67,61750.0,62454.92,6281.25123
2024-05-09 20:00:00,62454.92,63429.03,62346.36,63074.01,5101.87963
2024-05-10 00:00:00,63074.0,63094.01,62662.07,62916.16,2735.78507
2024-05-10 04:00:00,62916.16,63380.0,62660.42,63078.02,4829.47839
2024-05-10 08:00:00,63078.01,63320.0,62800.0,63299.63,3172.4998
2024-05-10 12:00:00,63299.63,63469.13,60690.0,60928.02,13444.88923
2024-05-10 16:00:00,60928.02,61294.82,60187.12,60716.97,9448.65481
2024-05-10 20:00:00,60716.96,61003.0,60456.91,60799.99,2898.03295
2024-05-11 00:00:00,60799.99,61096.27,60650.0,60731.9,2363.19506
2024-05-11 04:00:00,60731.89,61080.0,60712.0,61018.52,1958.49596
2024-05-11 08:00:00,61018.53,61058.75,60487.09,60684.01,2622.23696
2024-05-11 12:00:00,60684.0,61515.0,60643.94,61174.18,2983.17984
2024-05-11 16:00:00,61174.18,61410.09,61016.0,61144.0,1958.45382
2024-05-11 20:00:00,61144.01,61154.21,60743.51,60825.99,1489.00772
2024-05-12 00:00:00,60825.99,61104.05,60804.0,60930.0,1266.79428
2024-05-12 04:00:00,60930.01,61120.0,60610.0,60820.0,1414.28916
2024-05-12 08:00:00,60819.99,61366.59,60790.94,61146.0,2340.63752
2024-05-12 12:00:00,61145.99,61587.12,61090.0,61419.0,2048.43475
2024-05-12 16:00:00,61419.01,61888.0,61109.67,61406.1,3820.38147
2024-05-12 20:00:00,61406.11,61551.43,60910.58,61483.99,1862.59518
2024-05-13 00:00:00,61484.0,61812.0,60749.21,61170.0,5351.68295
2024-05-13 04:00:00,61170.0,62450.0,60797.79,62334.37,4765.16809
2024-05-13 08:00:00,62334.36,63295.48,62334.36,62738.0,9213.32472
2024-05-13 12:00:00,62737.99,63200.0,62399.35,63002.0,5842.90422
2024-05-13 16:00:00,63002.0,63450.0,62566.36,63172.69,5512.43015
2024-05-13 20:00:00,63172.7,63193.59,62715.57,62940.08,2047.90826
2024-05-14 00:00:00,62940.09,63118.36,62403.22,62488.46,4185.92634
